Word		Original_feature		Predicted_feature
का		m		m
कहना		any		m
है		any		m
कि		UNK		m
इस		any		m
समझौते		m		m
को		UNK		m
लेकर		any		m
चिंतित		any		UNK
होने		any		UNK
की		f		m
जरूरत		f		m
नहीं		UNK		m
है		any		m
।		UNK		UNK
पुरातत्वविदों		m		m
का		m		m
मानना		any		m
है		any		m
कि		UNK		m
अमृतसर		m		m
का		m		m
इतिहास		m		m
यहां		UNK		m
की		f		m
जमीन		f		m
में		UNK		UNK
आज		m		m
भी		UNK		m
दफन		any		m
है		any		m
।		UNK		UNK
खुदाई		f		m
के		UNK		m
दौरान		m		m
मिले		m		m
कुछ		UNK		m
अवशेष		m		m
उनकी		f		m
इस		any		m
बात		f		m
को		UNK		m
प्रमाणित		any		m
भी		UNK		m
करते		m		m
हैं		any		m
।		UNK		UNK
अंग्रेजों		m		m
द्वारा		UNK		m
चिह्नित		any		m
नगर		m		m
के		UNK		m
करीब		m		m
पांच		any		m
जगहों		f		m
कोटली		m		m
बसावा		m		m
सिंह		m		m
,		UNK		UNK
अलगो		m		m
कोठी		f		m
,		UNK		UNK
हर्षाछीना		m		m
,		UNK		UNK
पक्का		m		m
विंड		m		m
एवं		UNK		UNK
अटारी		f		m
में		UNK		UNK
जमीन		f		m
की		f		m
ऊपरी		any		m
सतह		f		m
की		f		m
खुदाई		f		m
में		UNK		UNK
ही		UNK		m
काफी		UNK		m
संख्या		f		m
में		UNK		UNK
मिट्टी		f		m
के		m		m
बर्तन		m		m
,		UNK		UNK
मूर्तियां		f		m
,		UNK		UNK
गहने		m		m
,		UNK		UNK
खिलौने		m		m
,		UNK		UNK
चांदी		f		m
के		m		m
सिक्के		m		m
,		UNK		UNK
NULL		UNK		UNK
असलहे		m		m
मिले		m		m
हैं		any		m
।		UNK		UNK
प्रसिद्ध		any		m
शायर		m		m
देवदर्द		m		m
ने		UNK		UNK
भारतीय		any		m
पुरातत्व		m		m
विभाग		m		m
(		UNK		UNK
एएसआई		m		m
)		UNK		UNK
के		m		m
अधिकारियों		m		m
गुरदेव		m		m
सिंह		m		m
,		UNK		UNK
कुलदीप		m		m
सिंह		m		m
तथा		UNK		m
हीरा		m		m
सिंह		m		UNK
के		m		m
सहयोग		m		m
से		UNK		UNK
ऐसी		f		m
वस्तुएं		f		m
खोजी		f		m
हैं		any		m
।		UNK		UNK
यह		any		UNK
वस्तुएं		f		m
उनके		m		m
पास		m		m
हजारों		any		m
की		f		m
संख्या		f		m
में		UNK		UNK
मौजूद		any		m
हैं		any		m
।		UNK		UNK
खुदाई		f		m
के		UNK		m
दौरान		m		m
खेमकरण		m		m
साइट		f		m
से		UNK		m
कुषाण		m		m
राजा		m		m
कैटफाइसस		m		m
-		UNK		UNK
प्रथम		m		m
की		f		m
पत्थर		m		m
की		f		m
छोटी		f		m
सी		f		m
मूर्ति		f		m
मिली		f		m
है		any		m
,		UNK		UNK
जो		any		UNK
उस		any		m
समय		m		m
विकसित		any		m
मूर्ति		f		m
कला		f		m
का		m		m
उदाहरण		m		m
है		any		m
।		UNK		UNK
हर्षाछीना		m		m
से		UNK		UNK
आज		m		m
के		m		m
सबसे		UNK		m
महंगे		m		m
पत्थर		m		m
जेड्स		m		m
की		f		m
रिंग		f		m
भी		UNK		m
मिली		f		m
है		any		m
,		UNK		UNK
जिसकी		any		m
उम्र		f		m
करीब		UNK		m
2500		any		UNK
साल		m		m
आंकी		f		m
गई		f		m
है		any		m
।		UNK		UNK
यहीं		UNK		m
से		UNK		m
भारी		any		m
मात्रा		f		m
में		UNK		UNK
मिट्टी		f		m
के		m		m
बीड्स		m		m
(		UNK		UNK
छेद		m		m
वाली		f		m
गोलियां		f		m
)		UNK		UNK
मिली		f		m
हैं		any		m
।		UNK		UNK
इन		any		UNK
गोलियों		f		m
को		UNK		m
उस		any		m
वक्त		m		m
तकली		f		m
की		f		m
तरह		f		m
कपड़ा		m		m
बनाने		any		m
के		UNK		m
लिए		UNK		UNK
धागा		m		m
तैयार		any		m
करने		any		m
में		UNK		UNK
इस्तेमाल		m		m
किया		m		m
जाता		m		m
था		m		m
।		UNK		UNK
इनकी		f		m
उम्र		f		m
करीब		UNK		m
छह		any		m
हजार		any		m
साल		m		m
बताई		f		m
गई		f		m
है		any		m
।		UNK		UNK
इसी		any		m
तरह		f		m
से		UNK		UNK
कोटली		m		m
वसावासिंह		m		m
व		UNK		UNK
अन्य		any		m
कुछ		UNK		m
क्षेत्रों		m		m
से		UNK		UNK
भारी		any		m
मात्रा		f		m
में		UNK		UNK
चांदी		f		m
के		m		m
सिक्के		m		m
मिले		m		m
हैं		any		m
।		UNK		UNK
ये		any		UNK
सिक्के		m		m
मटर		f		m
के		m		m
दाने		m		m
के		UNK		m
बराबर		UNK		m
व		UNK		UNK
चपटे		m		m
आकार		m		m
के		m		m
हैं		any		m
और		UNK		m
इन		any		UNK
पर		UNK		m
उस		any		m
दौर		m		m
की		f		m
भाषा		f		m
उकेरी		f		m
गई		f		m
।		UNK		UNK
ये		any		UNK
सिक्के		m		m
कुषाणकालीन		any		m
हैं		any		m
।		UNK		UNK
इनसे		any		m
प्रमाणित		any		m
होता		m		m
है		any		m
कि		UNK		m
उस		any		m
दौर		m		m
में		UNK		UNK
यहां		UNK		m
कारोबार		m		m
चरम		m		m
पर		UNK		m
था		m		m
और		UNK		m
उसे		any		m
संचालित		any		m
करने		any		m
के		UNK		m
लिए		UNK		UNK
सिक्कों		m		m
की		f		m
प्रथा		f		m
जारी		any		m
थी		f		m
।		UNK		UNK
यहां		UNK		m
सिक्कों		m		m
की		f		m
ढलाई		f		m
का		m		m
काम		m		m
भी		UNK		m
किया		m		m
जाता		m		m
था		m		m
।		UNK		UNK
पुरातत्वविदों		m		m
को		UNK		m
इन		any		UNK
साइटों		f		m
से		UNK		m
कुछ		UNK		m
पुरातन		any		m
जेवरात		m		m
के		m		m
अवशेष		m		m
भी		UNK		m
हाथ		m		m
लगे		m		m
हैं		any		m
।		UNK		UNK
इनमें		any		m
कार्नीलियन		m		m
,		UNK		UNK
आईव्री		m		m
,		UNK		UNK
नीलम		m		m
,		UNK		UNK
पन्ना		m		m
,		UNK		UNK
पुखराज		m		m
,		UNK		UNK
NULL		UNK		UNK
कैटआई		m		m
आदि		UNK		m
के		m		m
मनके		m		m
शामिल		any		m
हैं		any		m
।		UNK		UNK
श्रीदर्द		m		m
कहते		m		m
हैं		any		m
कि		UNK		m
इन		any		UNK
खुदाइयों		f		m
में		UNK		UNK
मिट्टी		f		m
के		m		m
फ्लास्क		m		m
,		UNK		UNK
सुराही		f		m
व		UNK		UNK
विशेष		any		m
किस्म		f		m
के		m		m
गोल		any		m
बर्तन		m		m
व		UNK		UNK
खिलौने		m		m
भी		UNK		m
मिले		m		m
हैं		any		m
।		UNK		UNK
इनकी		f		m
उम्र		f		m
तीन		any		m
हजार		any		m
साल		m		m
आंकी		f		m
गई		f		m
है		any		m
।		UNK		UNK
फ्लास्क		m		m
की		f		m
पेंदी		f		m
जालीदार		any		m
है		any		m
।		UNK		UNK
अनुमान		m		m
है		any		m
कि		UNK		m
इन		any		UNK
बर्तनों		m		m
को		UNK		m
उस		any		m
दौरान		m		m
आयुर्वेदिक		any		m
औषधि		f		m
तैयार		any		m
करने		any		m
के		UNK		m
लिए		UNK		UNK
भस्म		f		m
बनाने		any		m
में		UNK		UNK
इस्तेमाल		m		m
किया		m		m
जाता		m		m
रहा		m		m
होगा		m		m
।		UNK		UNK
इसी		any		m
तरह		f		m
से		UNK		UNK
देवी		f		m
-		UNK		UNK
देवताओं		m		m
की		f		m
मूर्ति		f		m
तैयार		any		m
करने		any		m
के		UNK		m
लिए		UNK		UNK
मिट्टी		f		m
की		f		m
कुछ		UNK		m
डाइयां		f		m
भी		UNK		m
हाथ		m		m
लगी		f		m
हैं		any		m
,		UNK		UNK
जो		any		UNK
उस		any		m
दौरान		m		m
विकसित		any		m
हुई		f		m
मृदाकला		f		m
की		f		m
स्थिति		f		m
को		UNK		m
बयान		m		m
करती		f		m
हैं		any		m
।		UNK		UNK
वंडाला		m		m
में		UNK		UNK
हुई		f		m
खुदाई		f		m
के		UNK		m
बारे		UNK		m
में		UNK		UNK
उन्होंने		any		m
बताया		m		m
कि		UNK		m
यहां		UNK		m
से		UNK		UNK
जमीन		f		m
के		UNK		m
नीचे		m		m
से		UNK		UNK
अस्सी		any		m
रदों		m		m
की		f		m
ईंटें		f		m
मिली		f		m
हैं		any		m
,		UNK		UNK
जो		any		UNK
उस		any		m
दौरान		m		m
की		f		m
बेहतरीन		any		m
भवन		m		m
निर्माण		m		m
शैली		f		m
की		f		m
गवाह		m		m
हैं		any		m
।		UNK		UNK
खेमकरण		m		m
के		UNK		m
पास		m		m
बौद्ध		m		m
स्तूप		m		m
होने		any		UNK
का		m		m
दावा		m		m
करते		m		m
हुए		m		UNK
दर्द		m		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
अगर		UNK		m
उक्त		any		m
स्थानों		m		m
की		f		m
खुदाई		f		m
की		f		m
जाए		any		m
तो		UNK		UNK
और		UNK		m
भी		UNK		m
कई		UNK		m
रहस्य		m		m
उजागर		any		m
हो		m		UNK
सकते		m		m
हैं		any		m
।		UNK		UNK
तंत्र		m		m
-		UNK		UNK
मंत्र		m		m
के		m		m
समर्थन		m		m
पर		UNK		m
केंद्रीय		m		m
मंत्री		m		m
का		m		m
इस्तीफा		m		m
माँग		any		m
लेने		any		UNK
वाले		m		m
राजद		m		m
सुप्रीमो		m		m
लालू		m		m
प्रसाद		m		m
यादव		m		m
को		UNK		m
अब		UNK		m
इस		any		m
विद्या		f		m
से		UNK		UNK
परेहज		m		m
नहीं		UNK		m
रहा		m		m
।		UNK		UNK
वजह		f		m
यह		any		UNK
नहीं		UNK		m
NULL		UNK		UNK
कि		UNK		m
लालू		m		m
की		f		m
एकदम		UNK		m
से		UNK		m
तंत्र		m		m
-		UNK		UNK
मंत्र		m		m
में		UNK		UNK
आस्था		f		m
पैदा		any		m
हो		f		UNK
गई		f		m
है		any		m
।		UNK		UNK
हुआ		m		m
यह		any		UNK
कि		UNK		m
एक		any		m
पूर्व		any		m
केंद्रीय		m		m
मंत्री		m		m
भाजपा		f		m
छोड़कर		any		m
लालू		m		m
की		f		m
पार्टी		f		m
में		UNK		UNK
आ		any		m
गए		m		m
।		UNK		UNK
लालू		m		m
अब		UNK		m
निश्चिंत		any		m
हैं		any		m
कि		UNK		m
ओझा		m		m
-		UNK		UNK
गुनी		m		m
को		UNK		m
लामबंद		any		m
करने		any		m
की		f		m
संजय		m		m
पासवान		any		m
की		f		m
मुहिम		f		UNK
से		UNK		m
राजद		m		m
को		UNK		m
नुकसान		m		m
नहीं		UNK		m
होगा		m		m
।		UNK		UNK
उन्हें		any		m
अब		UNK		m
इसके		any		m
पीछे		m		m
राष्ट्रीय		m		m
स्वयं		m		m
-		UNK		UNK
सेवक		m		m
संघ		m		m
की		f		m
साजिश		f		m
दिखना		any		m
भी		UNK		m
बंद		any		UNK
हो		f		UNK
गई		f		m
है		any		m
।		UNK		UNK
अपनी		f		m
नई		f		m
भूमिका		f		m
में		UNK		UNK
पासवान		any		m
दोहरे		m		m
उत्साह		m		m
के		UNK		m
साथ		m		m
तंत्र		m		m
-		UNK		UNK
मंत्र		m		m
को		UNK		m
'		UNK		UNK
वाजिब		m		m
'		UNK		UNK
मान्यता		f		m
दिलाने		any		m
में		UNK		UNK
जुट		m		m
गए		m		m
हैं		any		m
।		UNK		UNK
NULL		UNK		UNK
साल		m		m
भर		UNK		m
भी		UNK		m
नहीं		UNK		m
हुआ		m		m
है		any		m
जब		UNK		UNK
संजय		m		m
पासवान		any		m
ने		UNK		UNK
बिहार		m		m
में		UNK		UNK
ओझा		m		m
-		UNK		UNK
गुनी		m		m
का		m		m
सम्मेलन		m		m
कराकर		any		m
राजद		m		m
सुप्रीमो		m		m
की		f		m
नाराजगी		f		m
मोल		m		UNK
ले		f		UNK
ली		f		m
थी		f		m
।		UNK		UNK
पासवान		any		m
उस		any		m
वक्त		m		m
केंद्र		m		m
में		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
राज्य		m		m
मंत्री		m		m
थे		m		m
और		UNK		m
भाजपा		f		m
को		UNK		m
उनमें		any		m
काफी		UNK		m
संभावना		f		m
नज़र		f		m
आ		f		m
रही		f		m
थी		f		m
।		UNK		UNK
यहाँ		UNK		m
तक		UNK		m
कि		UNK		m
संजय		m		m
पासवान		any		m
का		m		m
प्रदेश		m		m
भाजपा		f		m
अध्यक्ष		m		m
बनना		any		m
भी		UNK		m
तक़रीबन		UNK		m
तय		any		UNK
लग		m		m
रहा		m		m
था		m		m
।		UNK		UNK
ओझा		m		m
-		UNK		UNK
गुनी		m		m
की		f		m
उनकी		f		m
पैरोकारी		f		m
पर		UNK		m
लालू		m		m
इस		any		m
क़दर		f		m
खफा		any		m
हो		m		UNK
गए		m		m
थे		m		m
कि		UNK		m
उन्होंने		any		m
पासवान		any		m
को		UNK		m
फौरन		UNK		m
ही		UNK		m
मंत्रिपरिषद		f		m
से		UNK		m
निकालने		any		m
की		f		m
माँग		f		m
कर		f		m
दी		f		m
थी		f		m
।		UNK		UNK
पासवान		any		m
लालू		m		m
का		m		m
वह		any		UNK
विरोध		m		m
अभी		UNK		m
तक		UNK		m
नहीं		UNK		m
भूले		m		m
हैं		any		m
।		UNK		UNK
'		UNK		UNK
अमर		m		m
उजाला		m		m
'		UNK		UNK
से		UNK		UNK
उन्होंने		any		m
बताया		m		m
,		UNK		UNK
सबसे		any		m
पहले		m		m
विरोध		m		m
लालू		m		m
ने		UNK		UNK
ही		UNK		m
किया		m		m
था		m		m
राजद		m		m
में		UNK		UNK
आने		any		m
के		UNK		m
बाद		m		m
मैंने		any		m
उनसे		any		m
इसका		any		m
कारण		m		m
पूछा		m		m
तो		UNK		UNK
उन्होंने		any		m
बताया		m		m
कि		UNK		m
उन्हें		any		m
लगा		m		m
कि		UNK		m
इसके		any		m
पीछे		m		m
संघ		m		m
की		f		m
साजिश		f		m
है		any		m
।		UNK		UNK
तब		UNK		UNK
पासवान		any		m
के		m		m
गले		m		m
में		UNK		UNK
सांप		m		m
लपेटे		m		m
अखबारों		m		m
में		UNK		UNK
तस्वीरें		f		m
छपीं		f		m
थीं		f		m
और		UNK		m
इस		any		m
प्रकरण		m		m
ने		UNK		UNK
राजग		m		m
सरकार		f		m
के		UNK		m
लिए		UNK		UNK
नई		f		m
मुसीबत		f		m
पैदा		any		m
कर		f		m
दी		f		m
थी		f		m
।		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
में		UNK		UNK
मंत्री		m		m
होने		any		UNK
के		UNK		m
चलते		UNK		m
राजग		m		m
नेतृत्व		m		m
के		UNK		m
लिए		UNK		UNK
पासवान		any		m
का		m		m
बचाव		m		m
करना		any		m
काफी		UNK		m
मुश्किल		any		m
हो		m		UNK
गया		m		m
था		m		m
।		UNK		UNK
चंद		UNK		UNK
महीने		m		m
में		UNK		UNK
ही		UNK		m
परिस्थितियाँ		f		m
बदल		any		m
गईं		f		m
।		UNK		UNK
पासवान		any		m
ने		UNK		UNK
खेमा		m		m
बदला		m		m
और		UNK		m
भाजपा		f		m
छोड़		any		m
राजद		m		m
में		UNK		UNK
आ		any		m
गए		m		m
।		UNK		UNK
पासवान		any		m
कहते		m		m
हैं		any		m
,		UNK		UNK
'		UNK		UNK
मुझे		any		m
प्रदेश		m		m
अध्यक्ष		m		m
इसलिए		UNK		m
नहीं		UNK		m
बनाया		m		m
गया		m		m
क्योंकि		UNK		m
मेरे		any		m
पास		m		m
संघ		m		m
का		m		m
सर्टिफिकेट		m		m
नहीं		UNK		m
था		m		m
।		UNK		UNK
लिहाजा		UNK		m
,		UNK		UNK
उन्होंने		any		m
लालू		m		m
से		UNK		UNK
तार		m		m
जोड़ा		m		m
और		UNK		m
आज		m		m
वे		any		UNK
राजद		m		m
के		m		m
राष्ट्रीय		any		m
प्रवक्ता		m		m
हैं		any		m
।		UNK		UNK
पासवान		any		m
कहते		m		m
हैं		any		m
,		UNK		UNK
'		UNK		UNK
जिस		any		m
दिन		m		m
मैं		any		m
राजद		m		m
में		UNK		UNK
शामिल		any		m
हो		m		UNK
रहा		m		m
था		m		m
उस		any		m
दिन		m		m
भी		UNK		m
मेरे		any		m
साथ		m		m
ओझा		m		m
-		UNK		UNK
गुनी		m		m
आए		m		m
थे		m		m
लालूजी		m		m
ने		UNK		UNK
मुझसे		any		m
पूछा		m		m
कि		UNK		m
क्या		UNK		m
राजद		m		m
में		UNK		UNK
भी		UNK		m
मैं		any		m
अपना		m		m
अभियान		m		m
चलाता		m		m
रहूँगा		m		m
।		UNK		UNK
मैंने		any		m
उन्हें		any		m
समझाया		m		m
कि		UNK		m
ओझा		m		m
-		UNK		UNK
गुनी		m		m
का		m		m
विरोध		m		m
करना		any		m
सवर्णों		m		m
को		UNK		m
फायदा		m		m
पहुँचाएगा		m		m
क्योंकि		UNK		m
ज्यादातर		any		m
ओझा		m		m
-		UNK		UNK
गुनी		m		m
ग़ैर		any		m
ब्राह्मण		m		m
हैं		any		m
।		UNK		UNK
वे		any		UNK
हमारे		m		m
तर्कों		m		m
से		UNK		UNK
सहमत		any		m
हैं		any		m
और		UNK		m
उनकी		f		m
सहमति		f		m
से		UNK		UNK
ही		UNK		m
मैं		any		m
ओझा		m		m
-		UNK		UNK
गुनियों		m		m
की		f		m
डायरेक्टरी		f		m
तैयार		any		m
कर		m		m
रहा		m		m
हूँ		any		m
।		UNK		UNK
पूर्व		any		m
अटॉर्नी		m		m
जनरल		m		m
सोली		m		m
सोराबजी		m		m
ने		UNK		UNK
कहा		m		m
है		any		m
कि		UNK		m
सांसदों		m		m
के		m		m
निष्कासन		m		m
मामले		m		m
में		UNK		UNK
सुप्रीम		any		m
कोर्ट		f		m
के		m		m
नोटिस		m		m
पर		UNK		m
लोकसभा		f		m
अध्यक्ष		m		m
सोमनाथ		m		m
चटर्जी		any		m
को		UNK		m
जवाब		m		m
देना		m		m
चाहिए		any		m
।		UNK		UNK
शनिवार		m		m
को		UNK		m
न्यायमूर्ति		m		m
एम.		m		UNK
शेषचलपति		m		m
की		f		m
स्मृति		f		m
में		UNK		UNK
हैदराबाद		m		m
स्थित		any		m
नेशनल		any		m
एकेडमी		f		m
ऑफ		UNK		m
लीगल		m		m
स्टडीज		f		m
एंड		UNK		m
रिसर्च		f		m
यूनिवर्सिटी		f		m
ऑफ		UNK		m
लॉ		m		UNK
(		UNK		UNK
नलसार		f		m
)		UNK		UNK
में		UNK		UNK
आयोजित		any		m
एक		any		m
कार्यक्रम		m		m
में		UNK		UNK
सोराबजी		m		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
सोमनाथ		m		m
को		UNK		m
सुप्रीम		any		m
कोर्ट		f		m
के		f		m
नोटिस		m		m
का		m		m
अवश्य		UNK		m
जवाब		m		m
देना		m		m
चाहिए		any		m
।		UNK		UNK
लोकसभा		f		m
अध्यक्ष		m		m
ने		UNK		UNK
जो		any		UNK
फैसला		m		m
लिया		m		m
उस		any		m
पर		UNK		m
उन्हें		any		m
अपना		m		m
रुख		m		m
स्पष्ट		any		m
करना		m		m
चाहिए		any		m
।		UNK		UNK
पश्चिम		m		m
बंगाल		m		m
के		m		m
बर्धवान		m		m
जिले		m		m
में		UNK		UNK
आज		m		m
पत्रकारों		m		m
से		UNK		m
बात		f		m
करते		m		m
हुए		m		UNK
सोमनाथ		m		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
'		UNK		UNK
अगर		UNK		m
संसद		f		m
अपने		m		m
कुछ		UNK		m
सदस्यों		m		m
की		f		m
गलत		any		m
हरकत		f		m
पर		UNK		m
कार्रवाई		f		m
करता		m		m
है		any		m
और		UNK		m
इस		any		m
मामले		m		m
में		UNK		UNK
हस्तक्षेप		m		m
करता		m		m
है		any		m
तो		UNK		UNK
यह		any		UNK
उसका		m		m
अंदरूनी		any		m
मामला		m		m
है		any		m
उन्होंने		any		m
आगे		m		m
कहा		m		m
कि		UNK		m
उनके		m		m
इस		any		m
फैसले		m		m
पर		UNK		m
सभी		UNK		m
राजनीतिक		any		m
दलों		m		m
ने		UNK		UNK
उनका		m		m
समर्थन		m		m
किया		m		m
है		any		m
।		UNK		UNK
उन्होंने		any		m
यह		any		UNK
भी		UNK		m
कहा		m		m
कि		UNK		m
इस		any		m
संबंध		m		m
में		UNK		UNK
उन्होंने		any		m
शांति		any		m
भूषण		m		m
समेत		UNK		m
देश		m		m
के		m		m
जाने		m		m
-		UNK		UNK
माने		m		m
संविधान		m		m
विशेषज्ञों		m		m
से		UNK		UNK
बात		f		m
की		f		m
है		any		m
।		UNK		UNK
सुप्रीम		any		m
कोर्ट		f		m
का		m		m
नोटिस		m		m
स्वीकार		m		m
न		UNK		UNK
करने		any		m
का		m		m
मतलब		m		m
यह		any		UNK
है		any		m
कि		UNK		m
कानून		m		m
के		m		m
नियमों		m		m
के		m		m
सिद्घांतों		m		m
की		f		m
अवहेलना		f		m
की		f		m
गई		f		m
विज्ञप्ति		f		m
में		UNK		UNK
आगे		m		m
कहा		m		m
है		any		m
कि		UNK		m
इस		any		m
कार्यक्रम		m		m
में		UNK		UNK
नलसार		m		m
के		m		m
कुलपति		m		m
प्रोफेसर		m		m
रणबीर		m		m
सिंह		m		m
ने		UNK		UNK
भी		UNK		m
अपने		m		m
विचार		m		m
रखे		m		m
।		UNK		UNK
मानव		m		m
संसाधन		m		m
विकास		m		m
मंत्रालय		m		m
का		m		m
महिला		f		m
एवं		UNK		UNK
बाल		m		m
विकास		m		m
विभाग		m		m
संयुक्त		any		m
राष्ट्र		m		m
मानव		m		m
विकास		m		m
रिपोर्ट		f		m
की		f		m
नई		f		m
प्रति		f		m
को		UNK		m
लेकर		any		m
काफी		UNK		m
चौकन्ना		any		m
हो		m		UNK
गया		m		m
है		any		m
।		UNK		UNK
विभाग		m		m
के		UNK		m
मुताबिक		UNK		m
देश		m		m
के		UNK		m
बारे		UNK		m
में		UNK		UNK
ऐसी		f		m
रिपोर्ट		f		m
चिंता		f		m
का		m		m
विषय		m		UNK
है		any		m
।		UNK		UNK
महिला		f		m
एवं		UNK		UNK
बाल		m		m
विकास		m		m
सचिव		f		m
रेवा		f		m
नैयर		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
जिन		any		m
राज्यों		m		m
में		UNK		UNK
महिलाओं		f		m
और		UNK		m
बच्चों		m		m
के		UNK		m
प्रति		UNK		m
जुल्म		m		m
हो		m		UNK
रहे		m		UNK
हैं		any		m
उन्हें		any		m
चेतना		any		m
चाहिए		any		m
।		UNK		UNK
सचिव		f		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
इससे		any		m
देश		m		m
की		f		m
बदनामी		f		m
होती		f		m
है		any		m
।		UNK		UNK
अंतर्राष्ट्रीय		any		m
स्तर		m		m
पर		UNK		m
देश		m		m
के		UNK		m
प्रति		UNK		m
इस		any		m
तरह		f		m
का		m		m
संदेश		m		m
जाना		any		m
ठीक		any		m
नहीं		UNK		m
है		any		m
।		UNK		UNK
लाखों		m		m
की		f		m
संख्या		f		m
में		UNK		UNK
भ्रूण		m		m
हत्या		f		m
,		UNK		UNK
लड़कियों		f		m
और		UNK		m
लड़कों		m		m
के		m		m
अनुपात		m		m
में		UNK		UNK
बढ़ती		f		m
दूरी		f		m
,		UNK		UNK
बच्चों		m		m
की		f		m
तस्करी		f		m
,		UNK		UNK
बंधुआ		any		m
मजदूरी		f		m
,		UNK		UNK
बढ़ती		f		m
नशे		m		UNK
की		f		m
लत		f		m
,		UNK		UNK
बाल		m		m
अपराध		m		m
को		UNK		m
बढ़ावा		m		m
देने		any		m
वाले		m		m
सक्रिय		any		m
गिरोह		m		m
और		UNK		m
लड़कियों		f		m
के		UNK		m
विरुद्ध		UNK		m
अपराध		m		m
इन		any		UNK
सभी		any		m
पर		UNK		m
लगाम		f		m
लगनी		f		m
ही		UNK		m
चाहिए		any		m
।		UNK		UNK
सचिव		f		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
उन्होंने		any		m
राज्यों		m		m
को		UNK		m
इस		any		m
तरफ		f		m
ध्यान		m		m
देने		any		m
की		f		m
अपील		f		m
के		UNK		m
मद्देनज़र		UNK		m
यूएनडीपी		m		m
रिपोर्ट		f		m
के		m		m
कुछ		UNK		m
पृष्ठों		m		m
को		UNK		m
मार्क		m		m
करके		any		m
राज्यों		m		m
के		m		m
सचिवों		m		m
को		UNK		m
भी		UNK		m
लिखा		m		m
है		any		m
।		UNK		UNK
महिला		f		m
एवं		UNK		UNK
बाल		m		m
विकास		m		m
की		f		m
सचिव		f		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
केंद्र		m		m
सरकार		f		m
बच्चों		m		m
एवं		UNK		UNK
महिलाओं		f		m
की		f		m
दशा		f		m
तथा		UNK		m
इनके		any		m
विरुद्ध		UNK		m
अपराध		m		m
को		UNK		m
लेकर		any		m
गंभीर		any		m
है		any		m
।		UNK		UNK
नेशनल		any		UNK
चाइल्ड		m		m
एक्शन		m		m
प्लान		m		m
का		m		m
मंतव्य		m		m
भी		UNK		m
यही		any		m
है		any		m
।		UNK		UNK
सचिव		f		m
ने		UNK		UNK
बताया		m		m
कि		UNK		m
संसद		f		m
के		m		m
शीतकालीन		any		m
सत्र		m		m
में		UNK		UNK
सरकार		f		m
राष्ट्रीय		any		m
बाल		m		m
आयोग		m		m
का		m		m
विधेयक		m		m
लोक		m		m
सभा		f		m
और		UNK		m
राज्य		m		m
सभा		f		m
में		UNK		UNK
रखेगी		f		m
।		UNK		UNK
सचिव		f		m
ने		UNK		UNK
बताया		m		m
कि		UNK		m
अभी		UNK		m
इसका		m		m
प्रारूप		m		m
संसदीय		any		m
स्थाई		any		m
समिति		f		m
के		UNK		m
पास		m		m
है		any		m
।		UNK		UNK
रेवा		f		m
नैयर		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
इस		any		m
विधेयक		m		m
के		UNK		m
पारित		any		m
हो		any		UNK
जाने		any		m
के		UNK		m
बाद		m		m
हर		UNK		UNK
राज्य		m		m
में		UNK		UNK
एक		any		m
राज्य		m		m
बाल		m		m
आयोग		m		m
गठित		any		m
हो		any		UNK
जाएगा		m		m
।		UNK		UNK
इस		any		m
आयोग		m		m
के		UNK		m
पास		m		m
राष्ट्रीय		any		m
मानव		m		m
अधिकार		m		m
आयोग		m		m
की		f		m
तरह		f		m
सभी		UNK		m
अधिकार		m		m
होंगे		m		m
और		UNK		m
यह		any		UNK
राज्य		m		m
में		UNK		UNK
०		any		UNK
-		UNK		UNK
१८		any		any
वर्ष		m		m
तक		UNK		m
के		UNK		m
बच्चों		m		m
के		UNK		m
विरुद्ध		UNK		m
होने		any		UNK
वाले		m		m
अपराधों		m		m
पर		UNK		m
अपनी		f		m
पैनी		f		m
नज़र		f		UNK
रखेगा		m		m
।		UNK		UNK
सचिव		any		m
ने		UNK		UNK
कहा		m		m
कि		UNK		m
इस		any		m
आयोग		m		m
के		m		m
गठन		m		m
के		UNK		m
बाद		m		m
सरकार		f		m
अपने		m		m
आप		any		m
बच्चों		m		m
के		m		m
शिक्षा		f		m
,		UNK		UNK
स्वास्थ्य		m		m
और		UNK		m
विकास		m		m
पर		UNK		m
राशि		f		m
खर्च		m		m
करने		any		m
के		UNK		m
लिए		UNK		UNK
बाध्य		any		m
हो		any		UNK
जाएगी		f		m
।		UNK		UNK
नेशनल		any		UNK
कांफ्रेंस		f		m
नेता		m		m
और		UNK		m
पूर्व		any		m
केंद्रीय		any		m
मंत्री		m		m
उमर		m		m
अब्दुल्ला		m		m
ने		UNK		UNK
बुधवार		m		m
को		UNK		m
कहा		m		m
कि		UNK		m
