Word		Original_feature		Predicted_feature
किया		any		3
गया		any		3
,		UNK		UNK
जिसे		3		3
वे		3		UNK
लाभ		3		3
का		UNK		UNK
पद		3		3
कह		any		UNK
रहे		any		UNK
हैं		any		3
।		UNK		UNK
याचिकाकर्ताओं		3		3
को		UNK		UNK
दस्तावेजी		UNK		3
सबूत		3		3
भी		UNK		UNK
पेश		UNK		UNK
करने		any		3
को		UNK		UNK
कहा		3		UNK
गया		any		3
है		3		3
ताकि		UNK		3
यह		3		3
पता		3		3
किया		3		3
जा		any		UNK
सके		3		UNK
कि		UNK		3
विधायक		3		3
या		UNK		3
सांसद		3		3
,		UNK		UNK
जिनके		3		3
खिलाफ		UNK		3
आयोग		3		UNK
में		UNK		UNK
याचिका		3		3
आई		3		UNK
है		3		3
,		UNK		UNK
वे		3		UNK
सांसद		3		3
या		UNK		3
विधायक		3		3
बनने		3		UNK
के		UNK		UNK
बाद		3		3
लाभ		3		3
के		UNK		UNK
पद		3		3
पर		UNK		3
आसीन		UNK		3
हैं		3		3
या		UNK		3
उससे		3		3
पहले		3		UNK
से		UNK		3
हैं		3		3
।		UNK		UNK
यदि		UNK		3
वे		3		UNK
सांसद		3		3
या		UNK		3
विधायक		3		3
बनने		3		UNK
के		UNK		UNK
बाद		3		3
लाभ		3		3
का		UNK		UNK
कोई		3		UNK
पद		3		3
लेते		3		3
हैं		3		3
तब		UNK		3
तो		UNK		UNK
चुनाव		3		3
आयोग		3		UNK
उस		3		3
पर		UNK		3
सुनवाई		3		3
करेगा		3		UNK
और		UNK		UNK
यदि		UNK		3
सांसद		3		3
या		UNK		3
विधायक		3		3
चुनाव		3		3
पहले		3		UNK
से		UNK		3
ही		UNK		UNK
लाभ		3		3
के		UNK		UNK
पद		3		3
पर		UNK		3
है		3		3
तो		UNK		UNK
उसके		3		3
खिलाफ		UNK		3
अयोग्यता		3		3
की		UNK		UNK
याचिका		3		3
पर		UNK		3
उच्च		UNK		3
न्यायालय		3		3
सुनवाई		3		3
करेगा		3		UNK
।		UNK		UNK
सूत्रों		3		3
का		UNK		UNK
कहना		any		3
है		3		3
कि		UNK		3
पूर्व		UNK		3
राज्यसभा		3		3
सांसद		3		3
जया		3		3
बच्चन		3		3
से		UNK		3
लाभ		3		3
के		UNK		UNK
पद		3		3
को		UNK		UNK
लेकर		any		UNK
याचिका		3		3
करने		any		UNK
का		UNK		UNK
जो		3		UNK
सिलसिला		3		3
चल		3		3
पड़ा		any		UNK
है		3		3
वह		3		3
अभी		UNK		3
थमने		any		3
वाला		UNK		3
नहीं		UNK		3
है		3		3
और		UNK		3
इस		3		3
मामले		3		3
में		UNK		UNK
और		UNK		UNK
शिकायतों		3		3
का		UNK		UNK
अंबार		3		3
लग		3		3
सकता		any		3
है		3		3
।		UNK		UNK
ऐसे		any		UNK
में		UNK		UNK
आयोग		3		UNK
के		UNK		UNK
पास		3		3
केवल		UNK		3
एक		UNK		UNK
ही		UNK		UNK
तरह		3		3
के		UNK		UNK
मामले		3		3
की		UNK		UNK
भीड़		3		UNK
बढ़		3		UNK
जाएगी		3		3
।		UNK		UNK
इसलिए		UNK		3
आयोग		3		UNK
चाहता		3		3
है		3		3
कि		UNK		3
तेजी		3		3
से		UNK		3
इन		3		3
मामलों		3		3
को		UNK		UNK
निबटाया		3		3
जाए		3		UNK
।		UNK		UNK
दूसरी		UNK		3
तरफ		3		3
चुनाव		3		3
आयुक्त		3		3
नवीन		3		3
चावला		3		3
का		UNK		UNK
विवाद		3		3
भी		UNK		UNK
आयोग		3		UNK
के		UNK		UNK
गले		3		UNK
की		UNK		UNK
फांस		3		3
बना		3		3
हुआ		any		3
है		3		3
।		UNK		UNK
राजग		3		3
ने		UNK		3
लोकसभा		3		UNK
और		UNK		UNK
राज्यसभा		3		3
के		UNK		UNK
करीब		UNK		3
200		UNK		UNK
सदस्यों		3		3
के		UNK		UNK
दस्तखत		3		3
वाला		UNK		3
एक		UNK		UNK
ज्ञापन		3		3
राष्ट्रपति		3		3
को		UNK		UNK
सौंपा		3		3
है		3		3
जिसमें		3		3
चावला		3		3
पर		UNK		3
आरोप		3		3
लगाया		3		3
गया		any		3
है		3		3
कि		UNK		3
वह		3		3
सत्तारूढ़		UNK		3
कांग्रेस		3		3
के		UNK		UNK
निकट		3		3
हैं		3h		3
।		UNK		UNK
राजग		3		3
का		UNK		UNK
आरोप		3		3
है		3		3
कि		UNK		3
उनके		3		3
परिवार		3		3
के		UNK		UNK
ट्रस्ट		3		3
ने		UNK		3
सांसदों		3		3
के		UNK		UNK
स्थानीय		UNK		3
क्षेत्र		3		3
विकास		3		3
योजना		3		3
कोष		3		UNK
और		UNK		UNK
अन्य		UNK		3
माध्यमों		3		3
से		UNK		3
धन		3		3
लिया		3		3
है		3		3
।		UNK		UNK
आयोग		3		UNK
को		UNK		UNK
जैसे		UNK		UNK
ही		UNK		UNK
राष्ट्रपति		3		3
की		UNK		UNK
ओर		3		3
से		UNK		3
चावला		3		3
के		UNK		UNK
संबंध		UNK		3
में		UNK		UNK
कोई		3		UNK
सिफारिश		3		3
मिलती		3		3
है		3		3
,		UNK		UNK
उसे		3		3
उस		3		3
पर		UNK		3
अमल		3		3
करना		3		3
होगा		3		UNK
।		UNK		UNK
राज्यसभा		3		3
में		UNK		UNK
विपक्ष		3		3
के		UNK		UNK
नेता		3		3
जसवंत		3		3
सिंह		3		3
ने		UNK		3
शनिवार		3		3
को		UNK		UNK
तीर्थ		3		3
-		UNK		UNK
यात्रा		3		3
पर		UNK		3
पाकिस्तान		3		3
जाने		any		UNK
की		UNK		UNK
घोषणा		3		UNK
की		any		UNK
।		UNK		UNK
यात्रा		3		3
के		UNK		UNK
दौरान		3		3
वे		3h		UNK
मोहम्मद		3		UNK
अली		3		3
जिन्ना		3		3
की		UNK		UNK
मज़ार		3		3
पर		UNK		3
भी		UNK		UNK
जाएँगे		3h		UNK
।		UNK		UNK
लगभग		UNK		3
एक		UNK		UNK
साल		3		3
पूर्व		3		3
भाजपा		3		UNK
के		UNK		UNK
वरिष्ठ		UNK		3
नेता		3		3
एल.		3		3
के.		3		UNK
आडवाणी		3		3
द्वारा		UNK		3
जिन्ना		3		3
की		UNK		UNK
मज़ार		3		3
पर		UNK		3
दिए		any		3
बयान		3		3
से		UNK		3
भाजपा		3		UNK
में		UNK		UNK
तूफान		3		3
उठ		any		3
गया		any		3
था		any		3
।		UNK		UNK
अंततः		UNK		3
पार्टी		3		3
के		UNK		UNK
अध्यक्ष		3		3
पद		3		3
से		UNK		3
आडवाणी		3		3
को		UNK		UNK
इस्तीफा		3		3
देने		any		3
पर		UNK		3
मजबूर		UNK		3
होना		any		UNK
पड़ा		any		UNK
।		UNK		UNK
यहाँ		UNK		3
संवाददाताओं		3		3
से		UNK		3
सिंह		3		3
ने		UNK		3
कहा		any		UNK
कि		UNK		3
वे		3h		UNK
बलूचिस्तान		3		3
में		UNK		UNK
स्थित		UNK		3
हिंगलाज		3		3
माता		3		3
के		UNK		UNK
शक्तिपीठ		3		3
का		UNK		UNK
दर्शन		3		3
करेंगे		3h		UNK
।		UNK		UNK
३०		3		UNK
जनवरी		3		3
को		UNK		UNK
शुरू		3		3
होकर		any		UNK
उनकी		3h		3
यात्रा		3		3
एक		UNK		UNK
हफ्ते		3		UNK
में		UNK		UNK
समाप्त		UNK		3
होगी		3		UNK
।		UNK		UNK
इस		3		3
दौरान		3		3
वे		3h		UNK
शहबाज		3		UNK
कलंदर		3		3
की		UNK		UNK
दरगाह		3		3
पर		UNK		3
भी		UNK		UNK
जाएँगे		3h		UNK
और		UNK		UNK
जागीर		3		3
व		UNK		UNK
उमरकोट		3		3
में		UNK		UNK
अपने		any		3
संबंधियों		3		3
से		UNK		3
मिलेंगे		3h		3
।		UNK		UNK
यात्रा		3		3
में		UNK		UNK
तक़रीबन		UNK		3
१००		UNK		UNK
श्रद्धालु		3		3
उनके		3h		3
साथ		3		3
होंगे		3		UNK
।		UNK		UNK
उन्होंने		3h		3
कहा		any		UNK
कि		UNK		3
पाकिस्तान		3		3
के		UNK		UNK
राष्ट्रपति		3		3
परवेज़		3		3
मुशर्रफ		3		3
के		UNK		UNK
सहयोग		3		3
से		UNK		3
मेरी		1		3
यात्रा		3		3
संभव		UNK		3
हुई		3		3
है		3		3
।		UNK		UNK
उन्होंने		3h		3
व्यक्तिगत		UNK		3
रुचि		3		3
लेकर		any		UNK
मेरी		1		3
यात्रा		3		3
की		UNK		UNK
अड़चनें		3		3
दूर		3		3
करने		any		UNK
का		UNK		UNK
प्रयास		3		3
किया		any		3
।		UNK		UNK
उन्होंने		3h		3
कहा		any		UNK
कि		UNK		3
वह		3		3
क़ायदेआज़म		3		3
मुहम्मद		3		3
अली		3		3
जिन्ना		3		3
की		UNK		UNK
मज़ार		3		3
पर		UNK		3
भी		UNK		UNK
जाएंगे		3h		UNK
।		UNK		UNK
उन्होंने		3h		3
बताया		any		3
कि		UNK		3
पाकिस्तान		3		3
का		UNK		UNK
मेहमान		3		UNK
होने		any		UNK
के		UNK		UNK
नाते		UNK		3
वे		3h		UNK
मज़ार		3		3
के		UNK		UNK
दर्शन		3		3
के		UNK		UNK
मेज़बान		3		UNK
के		UNK		UNK
सुझाव		3		3
की		UNK		UNK
अवहेलना		3		3
नहीं		UNK		3
कर		3h		3
सकते		3h		3
।		UNK		UNK
सिंह		3		3
ने		UNK		3
कहा		any		UNK
कि		UNK		3
उन्होंने		3h		3
अपनी		any		3
यात्रा		3		3
की		UNK		UNK
जानकारी		3		3
पार्टी		3		3
नेताओं		3		3
को		UNK		UNK
दे		3		UNK
दी		any		3
है		3		3
।		UNK		UNK
लिहाज़ा		UNK		3
इस		3		3
यात्रा		3		3
के		UNK		UNK
लिए		UNK		3
पार्टी		3		3
में		UNK		UNK
किसी		3		3
तरह		3		3
का		UNK		UNK
कोई		3		UNK
विवाद		3		3
नहीं		UNK		3
है		3		3
।		UNK		UNK
यह		3		3
एक		UNK		UNK
धार्मिक		UNK		3
यात्रा		3		3
है		3		3
।		UNK		UNK
बलूचिस्तान		3		3
पर		UNK		3
हाल		3		3
ही		UNK		UNK
में		UNK		UNK
अमेरिका		3		3
द्वारा		UNK		3
की		any		UNK
गई		any		UNK
टिथी		3		3
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
सिंह		3		3
ने		UNK		3
कहा		any		UNK
कि		UNK		3
वह		3		3
पाकिस्तान		3		3
सरकार		3		3
और		UNK		UNK
बलूचिस्तान		3		3
की		UNK		UNK
राजनीति		3		3
में		UNK		UNK
दखल		3		3
नहीं		UNK		3
देंगे		3h		UNK
।		UNK		UNK
यह		3		3
पाकिस्तान		3		3
का		UNK		UNK
निजी		UNK		3
मसला		3		3
है		3		3
।		UNK		UNK
जिन्ना		3		3
पर		UNK		3
प्रस्तावित		UNK		3
पुस्तक		3		3
के		UNK		UNK
बारे		UNK		UNK
में		UNK		UNK
उन्होंने		3h		3
कहा		any		UNK
कि		UNK		3
यह		3		3
राजनीतिक		UNK		3
जीवनी		3		3
होगी		3		UNK
।		UNK		UNK
उन्होंने		3h		3
कहा		any		UNK
कि		UNK		3
इस		3		3
संबंध		3		3
में		UNK		UNK
शोध		3		UNK
जारी		UNK		3
है		3		3
और		UNK		3
तीर्थ		3		3
-		UNK		UNK
यात्रा		3		3
से		UNK		3
लौटने		3		3
के		UNK		UNK
बाद		3		3
मैं		1		UNK
पुस्तक		3		3
लिखना		any		3
शुरू		3		3
करूँगा		1		3
।		UNK		UNK
उन्होंने		3h		3
कहा		any		UNK
कि		UNK		3
मैं		1		UNK
इतिहासकार		3		3
नहीं		UNK		3
हूँ		1		UNK
,		UNK		UNK
बल्कि		UNK		3
मौजूदा		UNK		3
राजनीति		3		3
का		UNK		UNK
छात्र		3		3
हूँ		1		UNK
।		UNK		UNK
जम्मू		3		3
-		UNK		UNK
कश्मीर		3		3
में		UNK		UNK
भारी		UNK		3
बारिश		3		3
के		UNK		UNK
बावजूद		UNK		3
शुक्रवार		3		3
को		UNK		UNK
वैदिक		UNK		3
मंत्रोच्चारण		3		3
के		UNK		UNK
बीच		3		UNK
छड़ी		3		3
मुबारक		3		3
यात्रा		3		3
शुरू		3		3
हुई		any		3
।		UNK		UNK
अमरनाथ		3		3
यात्रा		3		3
के		UNK		UNK
अंतिम		UNK		3
चरण		3		3
के		UNK		UNK
लिए		UNK		3
दशनामी		3		3
अखाड़े		3		UNK
के		UNK		UNK
महंत		3		3
दीपेंद्र		3		3
गिरि		3		3
के		UNK		UNK
साथ		3		3
बड़ी		UNK		3
संख्या		3		3
में		UNK		UNK
साधु		3		3
छड़ी		3		3
मुबारक		3		3
को		UNK		UNK
लेकर		any		UNK
पहलगाम		3		3
के		UNK		UNK
लिए		UNK		3
रवाना		UNK		3
हुए		any		3
।		UNK		UNK
इस		3		3
दौरान		3		3
हर		3		3
-		UNK		UNK
हर		3		3
महादेव		3		UNK
से		UNK		3
पूरा		UNK		3
वातावरण		3		3
गूंज		any		UNK
उठा		any		3
।		UNK		UNK
दो		UNK		UNK
महीने		3		3
तक		UNK		UNK
चलने		any		UNK
वाली		UNK		3
अमरनाथ		3		3
यात्रा		3		3
11		3		UNK
जुलाई		3		3
को		UNK		UNK
शुरू		3		3
हुई		any		3
थी		any		3
।		UNK		UNK
यात्रा		3		3
शुरू		3		3
होने		3		UNK
से		UNK		3
पहले		3		UNK
श्रीनगर		3		3
के		UNK		UNK
बादशाह		3		3
चौक		3		UNK
स्थित		UNK		3
दशनामी		3		3
अखाड़ा		3		3
मंदिर		3		3
में		UNK		UNK
गिरि		3		3
ने		UNK		3
पवित्र		UNK		3
छड़ी		3		3
मुबारक		3		3
की		UNK		UNK
विशेष		UNK		3
पूजा		3		UNK
अर्चना		3		3
की		any		UNK
।		UNK		UNK
मूसलाधार		UNK		3
बारिश		3		3
के		UNK		UNK
बावजूद		UNK		3
पूजा		3		UNK
के		UNK		UNK
समय		UNK		3
बड़ी		UNK		3
तादाद		3		3
में		UNK		UNK
श्रद्धालु		3		3
जमा		UNK		UNK
थे		any		UNK
।		UNK		UNK
सुरक्षा		3		3
कारणों		3		3
से		UNK		3
पवित्र		UNK		3
छड़ी		3		3
मुबारक		3		3
को		UNK		UNK
गाड़ी		3		3
में		UNK		UNK
रखकर		any		3
कड़ी		UNK		3
सुरक्षा		3		3
व्यवस्था		3		3
के		UNK		UNK
बीच		3		UNK
अमरनाथ		3		3
ले		3		3
जाया		any		3
जाता		any		3
है		3		3
।		UNK		UNK
पिछले		UNK		3
साल		3		3
से		UNK		3
कम		UNK		UNK
पहुंचे		any		UNK
भक्त		3		3
।		UNK		UNK
महंत		3		3
गिरि		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
छड़ी		3		3
मुबारक		3		3
के		UNK		UNK
साथ		3		3
शुक्रवार		3		3
की		UNK		UNK
रात		3		3
वह		3		3
पहलगाम		3		3
पहुंचेंगे		3h		UNK
जहां		UNK		UNK
शाम		3		UNK
में		UNK		UNK
और		UNK		UNK
शनिवार		3		3
की		UNK		UNK
सुबह		3		3
पूजा		3		UNK
की		3		UNK
जाएगी		3		3
।		UNK		UNK
9		3		UNK
अगस्त		3		3
को		UNK		UNK
श्रावण		3		3
पूर्णिमा		3		3
(		UNK		UNK
रक्षा		3		3
बंधन		3		3
)		UNK		UNK
को		UNK		UNK
अंतिम		UNK		3
दर्शन		3		3
से		UNK		3
पहले		3		UNK
इसे		3		3
जुलूस		3		3
की		UNK		UNK
शक्ल		3		3
में		UNK		UNK
चंदनबाड़ी		3		3
,		UNK		UNK
शेषनाग		3		3
और		UNK		UNK
पंचतरणी		3		3
ले		3		3
जाया		any		3
जाएगा		3		UNK
।		UNK		UNK
उसी		3		3
दिन		3		3
(		UNK		UNK
नौ		3		3
अगस्त		3		3
)		UNK		UNK
शाम		3		UNK
को		UNK		UNK
छड़ी		3		3
मुबारक		3		3
को		UNK		UNK
पहलगाम		3		3
ले		3		3
आया		any		UNK
जाएगा		3		UNK
जहां		UNK		UNK
पूजा		3		3
-		UNK		UNK
अर्चना		3		3
की		3		UNK
जाएगी		3		3
।		UNK		UNK
उसके		3		3
बाद		3		3
उसे		3		3
श्रीनगर		3		3
लाया		3		3
जाएगा		3		UNK
।		UNK		UNK
आधिकारिक		UNK		3
सूत्रों		3		3
के		UNK		UNK
मुताबिक		UNK		3
इस		3		3
साल		3		3
तकरीबन		UNK		3
2.90		UNK		UNK
लाख		UNK		3
श्रद्धालुओं		3		3
ने		UNK		3
अमरनाथ		3		3
गुफा		3		3
में		UNK		UNK
पवित्र		UNK		3
शिवलिंग		3		3
के		UNK		UNK
दर्शन		3		3
किए		3		3
हैं		3		3
।		UNK		UNK
हालांकि		UNK		3
यह		3		3
संख्या		3		3
पिछले		UNK		3
साल		3		3
के		UNK		UNK
मुकाबले		UNK		3
काफी		UNK		3
कम		UNK		UNK
है		3		3
।		UNK		UNK
पिछले		UNK		3
साल		3		3
4.5		UNK		UNK
लाख		UNK		3
श्रद्धालुओं		3		3
ने		UNK		3
अमरनाथ		3		3
की		UNK		UNK
यात्रा		3		3
की		any		UNK
थी		any		3
।		UNK		UNK
इस		3		3
बीच		3		UNK
शुक्रवार		3		3
को		UNK		UNK
उत्तर		3		3
प्रदेश		3		3
के		UNK		UNK
एक		UNK		UNK
साधु		3		3
की		UNK		UNK
पंचतरणी		3		3
में		UNK		UNK
हार्ट		3		3
अटैक		3		3
से		UNK		3
मौत		3		3
हो		any		UNK
गई		any		UNK
।		UNK		UNK
इसके		3		3
साथ		3		3
ही		UNK		UNK
यात्रा		3		3
के		UNK		UNK
दौरान		3		3
मरने		any		3
वाले		UNK		3
श्रद्धालुओं		3		3
की		UNK		UNK
संख्या		3		3
47		UNK		UNK
हो		3		UNK
गई		any		UNK
है		3		3
।		UNK		UNK
एक		UNK		UNK
दशक		3		3
से		UNK		3
अधिक		UNK		3
समय		3		3
से		UNK		3
चल		any		3
रही		any		3
राष्ट्रीय		UNK		3
बाल		3		3
आयोग		3		UNK
के		UNK		UNK
गठन		3		3
की		UNK		UNK
माँग		3		UNK
को		UNK		UNK
पूरा		UNK		3
करने		any		UNK
के		UNK		UNK
लिए		UNK		3
संसद		3		3
के		UNK		UNK
शीतकालीन		UNK		3
सत्र		3		3
में		UNK		UNK
विधेयक		3		3
पेश		UNK		UNK
किया		3		3
जाएगा		3		UNK
।		UNK		UNK
बिल		3		3
के		UNK		UNK
मसौदे		3		3
की		UNK		UNK
सभी		UNK		3
औपचारिकताएँ		3		3
पूरी		UNK		3
हो		3		UNK
गई		3		UNK
हैं		3		3
और		UNK		3
इसे		3		3
कैबिनेट		3		3
की		UNK		UNK
अनुमति		3		3
के		UNK		UNK
लिए		UNK		3
भेजा		3		UNK
जा		any		UNK
चुका		any		3
है		3		3
।		UNK		UNK
वहीं		UNK		3
लंबे		UNK		UNK
समय		3		3
से		UNK		3
मंत्रियों		3		3
के		UNK		UNK
समूह		3		3
के		UNK		UNK
पास		3		3
लंबित		UNK		3
महिलाओं		3		3
एवं		UNK		UNK
बच्चों		3		UNK
के		UNK		UNK
अनैतिक		UNK		3
व्यापार		3		3
संशोधन		3		3
विधेयक		3		3
को		UNK		UNK
भी		UNK		UNK
समूह		3		3
की		UNK		UNK
मंजूरी		3		3
मिल		3		3
गई		any		UNK
है		3		3
।		UNK		UNK
शीतकालीन		UNK		3
सत्र		3		3
में		UNK		UNK
पेश		UNK		UNK
किए		any		3
जाने		any		UNK
की		UNK		UNK
पूरी		UNK		3
संभावना		3		3
है		3		3
।		UNK		UNK
महिला		3		3
एवं		UNK		UNK
बाल		3		3
विकास		3		3
सचिव		3		3
रेवा		3		3
नैयर		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
राष्ट्रीय		UNK		3
बाल		3		3
आयोग		3		UNK
विधेयक		3		3
के		UNK		UNK
मसौदे		3		3
को		UNK		UNK
एक		UNK		UNK
बार		3		3
संसद		3		3
में		UNK		UNK
पेश		UNK		UNK
किया		3		3
जा		any		UNK
चुका		any		3
है		3		3
लेकिन		UNK		3
इसे		3		3
संसद		3		3
ने		UNK		3
संसदीय		UNK		3
समिति		3		3
को		UNK		UNK
सुपुर्द		UNK		3
कर		any		3
दिया		any		3
था		any		3
।		UNK		UNK
समिति		3		3
ने		UNK		3
इसमें		3		3
संशोधन		3		3
की		UNK		UNK
सलाह		3		3
दी		any		3
थी		any		3
जिसे		3		3
पूरा		UNK		3
कर		3		3
लिया		any		3
गया		any		3
है		3		3
।		UNK		UNK
रेवा		3		3
नैयर		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
अब		UNK		3
यह		3		3
कैबिनेट		3		3
के		UNK		UNK
पास		3		3
है		3		3
।		UNK		UNK
नैयर		3		3
ने		UNK		3
कहा		any		UNK
कि		UNK		3
इस		3		3
बार		3		3
मंत्रालय		3		3
ने		UNK		3
इसे		3		3
संसद		3		3
में		UNK		UNK
पास		UNK		3
कराने		any		3
की		UNK		UNK
पूरी		UNK		3
तैयारी		3		3
कर		3		3
ली		any		3
है		3		3
।		UNK		UNK
महिला		3		3
एवं		UNK		UNK
बाल		3		3
विकास		3		3
सचिव		3		3
के		UNK		UNK
मुताबिक		UNK		3
मंत्रियों		3		3
के		UNK		UNK
समूह		3		3
ने		UNK		3
अनैतिक		UNK		3
व्यापार		3		3
संशोधन		3		3
विधेयक		3		3
पर		UNK		3
भी		UNK		UNK
मुहर		3		3
लगा		3		3
दी		any		3
है		3		3
।		UNK		UNK
रेवा		3		3
नैयर		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
नये		UNK		3
संशोधन		3		3
के		UNK		UNK
तहत		UNK		3
अब		UNK		UNK
वेश्यावृति		3		3
अथवा		UNK		3
ग्राहक		3		3
की		UNK		UNK
तलाश		3		3
करने		any		UNK
के		UNK		UNK
आरोप		3		3
में		UNK		UNK
किसी		3		3
महिला		3		3
या		UNK		3
लड़की		3		3
को		UNK		UNK
गिरफ्तार		UNK		3
नहीं		UNK		3
किया		3		3
जा		any		UNK
सकेगा		3		3
।		UNK		UNK
नैयर		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
धारा		3		3
8		3		UNK
में		UNK		UNK
ही		UNK		UNK
यह		3		3
उपबंध		3		3
था		any		3
।		UNK		UNK
इसके		3		3
तहत		UNK		3
पुलिस		3		3
महिला		3		3
या		UNK		3
लड़की		3		3
को		UNK		UNK
वेश्यावृत्ति		3		3
के		UNK		UNK
मद्देनज़र		UNK		3
ग्राहक		3		3
तलाशने		any		3
के		UNK		UNK
आरोप		3		3
में		UNK		UNK
गिरफ्तार		UNK		3
कर		3		3
लेती		any		3
है		3		3
।		UNK		UNK
यदि		UNK		3
इस		3		3
विधेयक		3		3
के		UNK		UNK
संशोधन		3		3
का		UNK		UNK
मसौदा		3		3
संसद		3		3
में		UNK		UNK
पारित		UNK		3
हो		any		UNK
गया		any		3
तो		UNK		UNK
ऐसा		3		UNK
नहीं		UNK		3
होगा		3		UNK
।		UNK		UNK
क्योंकि		UNK		3
इसमें		3		3
महिला		3		3
अथवा		UNK		3
लड़की		3		3
का		UNK		UNK
दोष		3		UNK
नहीं		UNK		3
होता		any		UNK
।		UNK		UNK
वह		3		3
खुद		UNK		3
ही		UNK		UNK
पीड़ित		UNK		3
होती		3		3
है		3		3
और		UNK		3
उसे		3		3
दलाल		3		3
,		UNK		UNK
तस्कर		3		3
तथा		UNK		3
इसमें		3		3
लिप्त		UNK		3
गिरोह		3		3
जबरिया		UNK		3
इस		3		3
धंधे		3		UNK
में		UNK		UNK
लाते		3		3
हैं		3		3
।		UNK		UNK
इसलिए		UNK		3
सजा		3		3
के		UNK		UNK
हक़दार		3		3
भी		UNK		UNK
दलाल		3		3
और		UNK		3
तस्कर		3		3
ही		UNK		UNK
हैं		3		3
।		UNK		UNK
रेवा		3		3
नैयर		3		3
ने		UNK		3
बताया		any		3
कि		UNK		3
इसमें		3		3
महिलाओं		3		3
एवं		UNK		UNK
बच्चे		3		UNK
-		UNK		UNK
बच्चियों		3		3
की		UNK		UNK
तस्करी		3		3
करने		any		UNK
वालों		UNK		3
के		UNK		UNK
खिलाफ		UNK		3
सख्त		UNK		3
सजा		3		3
के		UNK		UNK
प्रावधान		3		3
हैं		3		3
।		UNK		UNK
उत्तर		3		3
भारत		3		3
के		UNK		UNK
कई		UNK		UNK
स्थानों		3		3
में		UNK		UNK
बृहस्पतिवार		3		3
की		UNK		UNK
सुबह		3		3
तक		UNK		UNK
भारी		UNK		3
वर्षा		3		3
रिकॉर्ड		3		3
की		any		UNK
गई		any		UNK
।		UNK		UNK
हरियाणा		3		3
के		UNK		UNK
नारायणगढ़		3		3
में		UNK		UNK
सबसे		UNK		UNK
अधिक		UNK		3
वर्षा		3		3
८१		UNK		UNK
मिमी		3		3
होने		any		UNK
के		UNK		UNK
समाचार		3		3
हैं		3		3
।		UNK		UNK
उत्तरांचल		3		3
के		UNK		UNK
रुद्रप्रयाग		3		3
जिले		3		3
के		UNK		UNK
अगस्त		3		3
मुनि		3		3
इलाक़े		3		3
में		UNK		UNK
भूस्खलन		3		3
की		UNK		UNK
वजह		UNK		3
से		UNK		3
भारी		UNK		3
नुकसान		3		3
पहुँचा		3		3
है		3		3
।		UNK		UNK
भूस्खलन		3		3
में		UNK		UNK
चार		UNK		3
लोगों		3		3
के		UNK		UNK
मरने		any		3
की		UNK		UNK
आशंका		3		UNK
है		3		3
और		UNK		3
१२		UNK		UNK
घर		3		3
क्षतिग्रस्त		UNK		3
हो		3		UNK
गए		any		UNK
हैं		3		3
।		UNK		UNK
जबकि		UNK		3
मुंबई		3		3
शहर		3		3
में		UNK		UNK
भी		UNK		UNK
भारी		UNK		3
वर्षा		3		3
की		UNK		UNK
वजह		UNK		3
से		UNK		3
रेल		3		3
और		UNK		3
सड़क		3		3
यातायात		3		3
आंशिक		UNK		3
रूप		3		3
से		UNK		3
बाधित		UNK		3
रहा		any		3
।		UNK		UNK
मौसम		3		3
विभाग		3		3
के		UNK		UNK
अनुसार		UNK		3
हरियाणा		3		3
के		UNK		UNK
अंबाला		3		3
जिले		3		3
में		UNK		UNK
काफी		UNK		3
तेज		UNK		UNK
वर्षा		3		3
हुई		any		3
,		UNK		UNK
NULL		UNK		UNK
जहाँ		UNK		UNK
२३.५		UNK		UNK
मिमी		3		3
वर्षा		3		3
दर्ज		UNK		3
की		3		UNK
गई		any		UNK
है		3		3
।		UNK		UNK
इसके		3		3
अलावा		UNK		3
सुबह		3		3
८.३०		UNK		UNK
बजे		3		UNK
तक		UNK		UNK
कालका		3		3
में		UNK		UNK
८		UNK		UNK
मिमी		3		3
NULL		UNK		UNK
,		UNK		UNK
छछरौली		3		3
में		UNK		UNK
४०		UNK		UNK
मिमी		3		3
NULL		UNK		UNK
,		UNK		UNK
जगाधरी		3		3
में		UNK		UNK
१५		UNK		UNK
मिमी		3		3
NULL		UNK		UNK
और		UNK		UNK
पंचकुला		3		3
में		UNK		UNK
२		UNK		UNK
मिमी		3		3
वर्षा		3		3
रिकॉर्ड		3		3
की		3		UNK
गई		any		UNK
है		3		3
।		UNK		UNK
चंडीगढ़		3		3
में		UNK		UNK
बृहस्पतिवार		3		3
की		UNK		UNK
सुबह		3		3
हुई		any		3
भारी		UNK		3
वर्षा		3		3
की		UNK		UNK
वजह		UNK		3
से		UNK		3
इसके		3		3
आसपास		3		3
और		UNK		UNK
निचले		UNK		3
इलाकों		3		3
में		UNK		UNK
बाढ़		3		UNK
की		UNK		UNK
स्थिति		3		3
पैदा		UNK		3
हो		any		UNK
गई		any		UNK
और		UNK		3
कई		UNK		UNK
सड़कों		3		3
,		UNK		UNK
NULL		UNK		UNK
विशेषकर		UNK		3
दक्षिणी		UNK		3
सेक्टरों		3		3
