Word		Original_feature		Predicted_feature
عدم_استحکام		m		m
کا		m		m
شکار		m		m
کرنے		any		m
کی		f		m
غرض		f		m
سے		UNK		m
تیار		any		m
کی		f		m
ہے		any		m
۔		UNK		m
یو		m		m
پی		m		m
اے		m		m
ارکان		m		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
مسٹر		UNK		m
جوشی		m		m
نے		UNK		m
یہ		any		m
رپورٹ		f		m
باہر		m		m
سے		UNK		m
تیار		any		m
کروا		any		m
کے		m		m
منگوائی		f		m
ہے		any		m
۔		UNK		m
مسٹر		UNK		m
جوشی		m		m
اس		any		m
رپورٹ		f		m
کی		f		m
منظوری		m		m
پر		UNK		m
زور		m		m
دے		any		m
رہے		m		m
تھے		m		m
تاہم		UNK		m
انہوں		any		m
نے		UNK		m
ان		any		m
ارکان		m		m
کو		UNK		m
اظہار		m		m
خیال		m		m
کا		m		m
موقع		m		m
دیا		m		m
۔		UNK		m
جب		UNK		m
مسٹر		UNK		m
جوشی		m		m
نے		UNK		m
ان		any		m
الزامات		m		m
پر		UNK		m
کوئی		any		m
ردعمل		m		m
ظاہر		any		m
نہیں		UNK		m
کیا		m		m
تو		UNK		m
ان		any		m
کے		m		m
ساتھی		m		m
مسٹر		UNK		m
یشونت		m		m
سنہا		m		m
نے		UNK		m
مسٹر		UNK		m
جوشی		m		m
کی		f		m
مدافعت		m		m
کی		f		m
کوشش		f		m
کی		f		m
۔		UNK		m
یو		m		m
پی		m		m
اے		m		m
اےک		any		m
حکمت		m		m
عملی		m		m
کے		UNK		m
ساتھ		m		m
آئے		m		m
تھے		m		m
اور		UNK		m
انہوں		any		m
نے		UNK		m
تحریر		f		m
مےں		UNK		m
مطالبہ		m		m
کیا		m		m
کہ		UNK		m
رپورٹ		f		m
کو		UNK		m
مسترد		any		m
کرتے		m		m
ہوئے		any		m
اس		any		m
پر		UNK		m
رائے_دہی		m		m
کروائی		f		m
جائے		m		m
۔		UNK		m
سماجوادی		m		m
پارٹی		m		m
اور		UNK		m
بی		m		m
ایس		m		m
پی		m		m
رکن		m		m
سمیت		m		m
گیارہ		any		m
ارکان		m		m
نے		UNK		m
تحریری		any		m
درخواست		f		m
مےں		UNK		m
کہا		m		m
کہ		UNK		m
وہ		any		m
اس		any		m
مسودہ		m		m
رپورٹ		f		m
کو		UNK		m
,		UNK		m
جسے		any		m
صدرنشین		m		m
کی		f		m
جانب		m		m
سے		UNK		m
گشت		m		m
کروایا		m		m
گیا		m		m
ہے		any		m
,		UNK		m
مسترد		any		m
کرتے		m		m
ہےں		any		m
۔		UNK		m
صورتحال		m		m
کو		UNK		m
دیکھتے		any		m
ہوئے		any		m
مسٹر		UNK		m
جوشی		m		m
نے		UNK		m
دو		any		m
بجے		m		m
دن		m		m
اجلاس		m		m
کو		UNK		m
لنچ		m		m
کے		UNK		m
لئے		UNK		m
ملتوی		any		m
کرتے		m		m
ہوئے		any		m
آئندہ		any		m
سشن		m		m
چار		any		m
بجے		m		m
منعقد		any		m
کیا		m		m
۔		UNK		m
جیسے		UNK		m
ہی		UNK		m
اجلاس		m		m
دوبارہ		UNK		m
شروع		m		m
ہوا		m		m
کانگریس		m		m
لیڈر		m		m
سیف		m		m
الدین		m		m
سوز		m		m
نے		UNK		m
قرارداد		m		m
پیش		m		m
کرتے		m		m
ہوئے		any		m
مطالبہ		m		m
کیا		m		m
کہ		UNK		m
صدرنشین		m		m
کے		m		m
مسودہ		m		m
کو		UNK		m
مسترد		any		m
کر		any		m
دیا		m		m
جائے		m		m
۔		UNK		m
انہوں		any		m
نے		UNK		m
رائےدہی		m		m
کا		m		m
مطالبہ		m		m
کیا		m		m
اور		UNK		m
کانگریس		m		m
,		UNK		m
NULL		UNK		m
ڈی		m		m
ایم		m		m
کے		m		m
کے		UNK		m
علاوہ		UNK		m
ایس		m		m
پی		m		m
و		UNK		m
بی		m		m
ایس		m		m
پی		m		m
ارکان		m		m
نے		UNK		m
تائید		f		m
کی		f		m
۔		UNK		m
ہنگامہ		m		m
شروع		m		m
ہوا		m		m
اور		UNK		m
دونوں		any		m
جانب		m		m
سے		UNK		m
سخت		any		m
الفاظ		m		m
کا		m		m
تبادلہ		m		m
بھی		UNK		m
عمل		m		m
مےں		UNK		m
آیا		m		m
اور		UNK		m
چند		UNK		m
ہی		UNK		m
لمحوں		m		m
مےں		UNK		m
اجلاس		m		m
ملتوی		any		m
ہو		any		m
گیا		m		m
۔		UNK		m
مسٹر		UNK		m
جوشی		m		m
نے		UNK		m
یہ		any		m
ادعا		m		m
کیا		m		m
ہے		any		m
کہ		UNK		m
انہوں		any		m
نے		UNK		m
اجلاس		m		m
کو		UNK		m
ملتوی		any		m
کیا		m		m
ہے		any		m
جبکہ		UNK		m
یو		m		m
پی		m		m
اے		m		m
ارکان		m		m
کا		m		m
کہنا		m		m
ہے		any		m
کہ		UNK		m
صدرنشین		m		m
کمیٹی		any		m
اجلاس		m		m
سے		UNK		m
واک		m		m
آوٹ		m		m
کر		any		m
گئے		m		m
اور		UNK		m
فرار		m		m
ہو		any		m
گئے		m		m
ان		any		m
کے		UNK		m
ساتھ		m		m
اپوزیشن		m		m
ارکان		m		m
بھی		UNK		m
چلے		m		m
گئے		m		m
۔		UNK		m
اےک		any		m
غیرمتوقع		any		m
ڈرامائی		any		m
تبدیلی		m		m
مےں		UNK		m
یو		m		m
پی		m		m
اے		m		m
کے		UNK		m
علاوہ		UNK		m
بی		m		m
ایس		m		m
پی		m		m
اور		UNK		m
سماجوادی		m		m
ارکان		m		m
نے		UNK		m
آج		m		m
کے		m		m
اجلاس		m		m
کے		UNK		m
لئے		UNK		m
مسٹر		UNK		m
سوز		m		m
کو		UNK		m
اپنا		any		m
صدرنشین		m		m
منتخب		any		m
کر		any		m
لیا		m		m
اور		UNK		m
انہوں		any		m
نے		UNK		m
متفقہ		any		m
طور		m		m
پر		UNK		m
رپورٹ		m		m
کے		m		m
مسودہ		m		m
کو		UNK		m
مسترد		any		m
کر		any		m
دیا		m		m
ہے		any		m
۔		UNK		m
دعووں		m		m
اور		UNK		m
جوابی		any		m
دعووں		m		m
کے		UNK		m
دوران		m		m
مسٹر		UNK		m
سوز		m		m
پارلیمنٹ		m		m
ہاوز		m		m
مےں		UNK		m
مسٹر		UNK		m
جوشی		m		m
کے		m		m
دفتر		m		m
کو		UNK		m
گئے		m		m
اور		UNK		m
وہاں		UNK		m
انہوں		any		m
نے		UNK		m
وہ		any		m
قرارداد		m		m
رکھ		any		m
دی		f		m
NULL		UNK		m
جسے		any		m
ان		any		m
کے		UNK		m
بموجب		UNK		m
اجلاس		m		m
مےں		UNK		m
منظور		any		m
کر		any		m
لیا		m		m
گیا		m		m
۔		UNK		m
کانگریس		m		m
ارکان		m		m
پارلیمنٹ		m		m
کا		m		m
NULL		UNK		m
ادعا		m		m
تھا		m		m
کہ		UNK		m
سیف		m		m
الدین		m		m
سوز		m		m
منتخبہ		any		m
صدرنشین		m		m
تھے		m		m
اور		UNK		m
مسٹر		UNK		m
جوشی		m		m
اجلاس		m		m
سے		UNK		m
فرار		m		m
ہو		any		m
گئے		m		m
اور		UNK		m
انہوں		any		m
نے		UNK		m
اس		any		m
مسئلہ		m		m
پر		UNK		m
رائےدہی		m		m
کا		m		m
مطالبہ		m		m
قبول		m		m
نہیں		UNK		m
کیا		m		m
۔		UNK		m
قوانین		m		m
کے		UNK		m
مطابق		UNK		m
کسی		any		m
بھی		UNK		m
فینانشیل		any		m
کمیٹی		f		m
کے		m		m
صدرنشین		m		m
کا		m		m
تقرر		m		m
اسپیکر		m		m
لوک		m		m
سبھا		m		m
کی		f		m
جانب		m		m
سے		UNK		m
کیا		m		m
جاتا		m		m
ہے		any		m
اور		UNK		m
یہ		any		m
رکن		m		m
لوک		m		m
سبھا		m		m
کا		m		m
ہوتا		m		m
ہے		any		m
جبکہ		UNK		m
مسٹر		UNK		m
سوز		m		m
راجیہ		m		m
سبھا		m		m
رکن		m		m
ہیں		any		m
۔		UNK		m
سیف		m		m
الدین		m		m
سوز		m		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
یہ		any		m
عجیب		any		m
و		UNK		m
غریب		any		m
صورت_حال		m		m
ہے		any		m
جس		any		m
مےں		UNK		m
صدرنشین		m		m
نے		UNK		m
راہ		m		m
فرار		m		m
اختیار		m		m
کی		f		m
۔		UNK		m
انہوں		any		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
اسپیکر		m		m
سے		UNK		m
مشاورت		m		m
کے		UNK		m
بعد		m		m
مزید		any		m
کارروائی		f		m
کی		f		m
جائیگی		f		m
۔		UNK		m
صورت_حال		m		m
پر		UNK		m
احتجاجی		any		m
موقف		m		m
رکھنے		any		m
والے		m		m
مسٹر		UNK		m
جوشی		m		m
نے		UNK		m
آج		m		m
کے		m		m
اجلاس		m		m
کی		f		m
کارروائی		f		m
کی		f		m
اہمیت		f		m
پر		UNK		m
سوال		m		m
کیا		m		m
اور		UNK		m
کہا		m		m
کہ		UNK		m
انہوں		any		m
نے		UNK		m
اجلاس		m		m
کو		UNK		m
ملتوی		any		m
کر		any		m
دیا		m		m
تھا		m		m
۔		UNK		m
ان		any		m
کا		m		m
کہنا		m		m
تھا		m		m
کہ		UNK		m
مناسب		any		m
طریقہ_کار		m		m
اختیار		m		m
کئے		m		m
بغیر		UNK		m
کسی		any		m
طرح		m		m
کی		f		m
رائے_دہی		m		m
نہیں		UNK		m
ہو		any		m
سکتی		f		m
۔		UNK		m
انہوں		any		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
اجلاس		m		m
کے		m		m
التوا		m		m
کے		UNK		m
بعد		m		m
کسی		any		m
صدرنشین		m		m
کا		m		m
انتخاب		m		m
عمل		m		m
مےں		UNK		m
نہیں		UNK		m
آ		any		m
سکتا		m		m
اور		UNK		m
اس		any		m
مسئلہ		m		m
پر		UNK		m
اسپیکر		m		m
لوک		m		m
سبھا		m		m
سے		UNK		m
بات		f		m
کی		f		m
جانی		f		m
چاہئے		any		m
۔		UNK		m
انہوں		any		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
آج		m		m
کے		m		m
واقعات		m		m
دراصل		UNK		m
لوک		m		m
سبھا		m		m
سیکریٹریٹ		m		m
پر		UNK		m
شبہات		m		m
ظاہر		m		m
کرنے		any		m
کے		m		m
مترادف		any		m
ہیں		any		m
۔		UNK		m
گمبھی		m		m
راؤ		m		m
پیٹ		m		m
مستقر		m		m
مےں		UNK		m
آج		m		m
محنت_کش		any		m
و		UNK		m
غیرمنظم		any		m
شعبہ		m		m
کے		m		m
مزدوروں		m		m
کے		UNK		m
علاوہ		UNK		m
فورتھ		any		m
کلاس		f		m
ایمپلائز		m		m
ورکرس		m		m
نے		UNK		m
مئی		m		m
ڈے		m		m
کے		m		m
موقع		m		m
پر		UNK		m
مارچ		m		m
کرتے		m		m
ہوئے		any		m
مختلف		any		m
تنظیموں		f		m
کے		m		m
نمائندوں		m		m
نے		UNK		m
پرچم_کشائی		m		m
کی		f		m
رسم		f		m
انجام		m		m
دی		f		m
۔		UNK		m
تھابی		m		m
میستری		m		m
سنگم		m		m
کی		f		m
جانب		m		m
سے		UNK		m
صدر		m		m
اوڈیا		m		m
،		UNK		m
ممالی		m		m
سنگم		m		m
کی		f		m
جانب		m		m
سے		UNK		m
مالیا		m		m
،		UNK		m
NULL		UNK		m
فورتھ		any		m
کلاس		m		m
ایمپلائز		m		m
ورکرس		m		m
شاخ		f		m
سی		m		m
آئی		m		m
ٹی		m		m
یو		m		m
کی		f		m
جانب		m		m
سے		UNK		m
صدر		m		m
اسوسی		m		m
ایشن		m		m
جناب		UNK		m
محمد		m		m
فہیم		m		m
الدین		m		m
نواب		m		m
نے		UNK		m
پرچم_کشائی		m		m
کی		f		m
رسم		f		m
انجام		m		m
دی		f		m
۔		UNK		m
اس		any		m
موقع		m		m
پر		UNK		m
گاندھی		m		m
چوراہے		m		m
پر		UNK		m
سرخ		any		m
رنگ		m		m
کی		f		m
جھنڈیاں		f		m
مختلف		any		m
تنظیموں		f		m
کی		f		m
جانب		m		m
سے		UNK		m
لگائی		f		m
گئی		f		m
تھیں		f		m
۔		UNK		m
آندھرا		m		m
پردیش		m		m
محکمہ		m		m
تعمیر		m		m
امکنہ		m		m
ہاوزنگ		m		m
ضلع		m		m
میدک		m		m
کے		m		m
اے		m		m
ایز		m		m
کے		UNK		m
علاوہ		UNK		m
منڈل		m		m
انچارج		m		m
کی		f		m
یونین		m		m
کے		m		m
انتخابات		m		m
عمل		m		m
میں		UNK		m
آئے		m		m
جس		any		m
مےں		UNK		m
صدر		m		m
کی		f		m
حیثیت		f		m
سے		UNK		m
متفقہ		any		m
طور		m		m
پر		UNK		m
اسسٹنٹ		m		m
انجینئر		m		m
اے		m		m
مہندر		m		m
سدی		m		m
پیٹ		m		m
،		UNK		m
صدر		m		m
محمد		m		m
صمدانی		m		m
سنگاریڈی		m		m
اور		UNK		m
ورکنگ		m		m
صدر		m		m
ملیشم		m		m
کلہر		m		m
،		UNK		m
جوائنٹ		m		m
سکریٹریز		m		m
رگھو		m		m
گجویل		m		m
،		UNK		m
NULL		UNK		m
سرینواس		m		m
NULL		UNK		m
کلچرل		m		m
آرگنائزرس		m		m
کی		f		m
حیثیت		f		m
سے		UNK		m
محمد		m		m
محبوب		m		m
قریشی		m		m
کنگٹی		m		m
،		UNK		m
NULL		UNK		m
سدھاکر		m		m
ریڈی		m		m
سدی		m		m
پیٹ		m		m
کے		UNK		m
علاوہ		UNK		m
خاذن		m		m
کی		f		m
حیثیت		f		m
سے		UNK		m
وینکاٹیشم		m		m
ویلدرتی		m		m
کا		m		m
بلا		UNK		m
مقابلہ		m		m
انتخاب		m		m
عمل		m		m
مےں		UNK		m
آیا		m		m
۔		UNK		m
مستقر		m		m
گجویل		m		m
مےں		UNK		m
مشتبہ		any		m
حالت		f		m
مےں		UNK		m
اےک		any		m
نوجوان		any		m
خاتون		f		m
فوت		any		m
ہو		any		m
گئی		f		m
۔		UNK		m
توگٹہ		m		m
منڈل		m		m
کے		m		m
دیہاتوں		m		m
کی		f		m
ترقی		f		m
کے		UNK		m
لئے		UNK		m
حکومت		f		m
کی		f		m
جانب		m		m
سے		UNK		m
تیرھویں		f		m
سالانہ		any		m
منصوبہ		m		m
کے		UNK		m
تحت		UNK		m
سات		any		m
لاکھ		any		m
41		any		m
ہزار		any		m
روپیوں		m		m
کی		f		m
منظوری		any		m
عمل		m		m
مےں		UNK		m
آئی		f		m
۔		UNK		m
یہ		any		m
بات		f		m
توگٹہ		m		m
منڈل		m		m
ڈیولپمنٹ		m		m
آفیسر		m		m
سری		m		m
کانت		m		m
نے		UNK		m
بتائی		f		m
۔		UNK		m
ایم		m		m
ڈی		m		m
او		m		m
سریکانت		m		m
نے		UNK		m
کہا		m		m
کہ		UNK		m
اس		any		m
منظورشدہ		any		m
رقم		f		m
کو		UNK		m
توگٹہ		m		m
منڈل		m		m
کے		m		m
دیہاتوں		m		m
مےں		UNK		m
عوام		m		m
کو		UNK		m
محفوظ		any		m
پینے		any		m
کے		m		m
پانی		m		m
NULL		UNK		m
صاف		m		m
صفائی		f		m
کے		UNK		m
علاوہ		UNK		m
دیہی		any		m
عوام		m		m
کو		UNK		m
بنیادی		any		m
سہولتیں		f		m
فراہم		any		m
کرنے		any		m
مےں		UNK		m
خرچ		m		m
کی		f		m
جائیگی		f		m
۔		UNK		m
مستقر		m		m
گجویل		m		m
مےں		UNK		m
مشتبہ		any		m
حالت		f		m
مےں		UNK		m
اےک		any		m
نوجوان		any		m
خاتون		f		m
فوت		any		m
ہو		any		m
گئی		f		m
۔		UNK		m
منڈل		m		m
ناگی		m		m
ریڈی		m		m
پیٹ		m		m
کے		m		m
بلارم		m		m
موضع		m		m
مےں		UNK		m
گرام		m		m
پنچایت		m		m
عمارت		f		m
کے		m		m
تعمیری		any		m
کام		m		m
کے		m		m
معائنہ		m		m
کے		UNK		m
لئے		UNK		m
پنچایت		m		m
راج		m		m
اے		m		m
ای		m		m
مسٹر		UNK		m
رام		m		m
انجینلو		m		m
نے		UNK		m
دورہ		m		m
کرتے		m		m
ہوئے		any		m
تعمیری		any		m
کام		m		m
کا		m		m
معائنہ		m		m
کیا		m		m
۔		UNK		m
ان		any		m
دنوں		m		m
موضع		m		m
بلارم		m		m
میں		UNK		m
10		any		m
لاکھ		any		m
روپئے		m		m
لاگت		f		m
سے		UNK		m
پنچایت		m		m
بھون		m		m
کی		f		m
تعمیر		f		m
عمل		m		m
مےں		UNK		m
لائی		f		m
جا		any		m
رہی		f		m
ہے		any		m
۔		UNK		m
اس		any		m
موقع		m		m
پر		UNK		m
انہوں		any		m
نے		UNK		m
متعلقہ		any		m
گتہ_دار		m		m
سے		UNK		m
کہا		m		m
کہ		UNK		m
ساتھ		m		m
ساتھ		m		m
کام		m		m
کی		f		m
کیورنگ		m		m
کرواتے		m		m
رہیں		m		m
اور		UNK		m
انتباہ		m		m
دیا		m		m
کہ		UNK		m
اگر		UNK		m
تعمیری		any		m
کام		m		m
مےں		UNK		m
کوئی		any		m
نقص		m		m
رہا		m		m
تو		UNK		m
بل		m		m
منظور		any		m
نہیں		UNK		m
کئے		any		m
جائیں_گے		m		m
۔		UNK		m
انہوں		any		m
نے		UNK		m
مشورہ		m		m
دیا		m		m
کہ		UNK		m
کام		m		m
مےں		UNK		m
تیزی		m		m
پیدا		any		m
کرتے		m		m
ہوئے		any		m
اسے		any		m
جلد		UNK		m
مکمل		any		m
کیا		m		m
جائے		m		m
۔		UNK		m
جامع		m		m
مسجد		m		m
کمیٹی		f		m
صدر		m		m
جناب		UNK		m
محمد		m		m
فصیح		m		m
الدین		m		m
اور		UNK		m
معتمد		any		m
کمیٹی		f		m
محمد		m		m
جمال		m		m
شریف		m		m
ایڈوکیٹ		m		m
نے		UNK		m
ریاستی		any		m
وزیر		m		m
آئی		m		m
ٹی		m		m
مسٹر		UNK		m
پنالہ		m		m
لکشمیا		m		m
اور		UNK		m
مارکٹ		m		m
کمیٹی		m		m
چیرمین		m		m
وائی		m		m
سدھاکر		m		m
کی		f		m
گلپوشی		f		m
کی		f		m
اور		UNK		m
مارکٹ		m		m
چیرمین		m		m
کو		UNK		m
مبارکباد		f		m
پیش		m		m
کی		f		m
۔		UNK		m
دورہ		m		m
کے		m		m
موقع		m		m
پر		UNK		m
ڈی		m		m
ایس		m		m
پی		m		m
جنگاؤں		m		m
ناگراج		m		m
کی		f		m
نگرانی		f		m
مےں		UNK		m
پولیس		f		m
کا		m		m
معقول		any		m
بندوبست		m		m
تھا		m		m
۔		UNK		m
سرکل		m		m
انسپکٹر		m		m
ٹاؤن		m		m
جتیندر		m		m
،		UNK		m
NULL		UNK		m
رورل		m		m
سرکل		m		m
انسپکٹر		m		m
جنگاؤں		m		m
شیخ		m		m
اسماعیل		m		m
کے		UNK		m
علاوہ		UNK		m
دیگر		any		m
پولیس		f		m
کے		m		m
عہدہ_دار		m		m
بھی		UNK		m
موجود		any		m
تھے		m		m
۔		UNK		m
جبکہ		UNK		m
ملک		m		m
مےں		UNK		m
کئی		UNK		m
ریاستوں		f		m
مےں		UNK		m
کانگریس		m		m
نے		UNK		m
اقتدار		m		m
سنبھالا		m		m
اور		UNK		m
حکمرانی		f		m
کی		f		m
تاہم		UNK		m
ریاست		f		m
آندھرا		m		m
پردیش		m		m
مےں		UNK		m
وائی		m		m
ایس		m		m
آر		m		m
نے		UNK		m
نئی		f		m
نئی		f		m
اسکیمات		f		m
کو		UNK		m
روشناس		any		m
کرواتے		m		m
ہوئے		any		m
اس		any		m
پر		UNK		m
سختی		m		m
سے		UNK		m
عمل_آوری		m		m
کی		f		m
,		UNK		m
NULL		UNK		m
ریاست		f		m
کے		m		m
کسی		any		m
بھی		UNK		m
طبقہ		m		m
کو		UNK		m
انہوں		any		m
نے		UNK		m
مایوس		any		m
نہیں		UNK		m
کیا		m		m
-		UNK		m
NULL		UNK		m
عام		any		m
خیال		m		m
ہے		any		m
کہ		UNK		m
کڑپہ		m		m
کے		m		m
سیاسی		any		m
نتائج		m		m
ریاست		f		m
کی		f		m
سیاست		f		m
مےں		UNK		m
اےک		any		m
نیا		any		m
موڑ		m		m
ثابت		any		m
ہو		any		m
سکتے		m		m
ہیں		any		m
۔		UNK		m
آثار		m		m
و		UNK		m
قرائن		m		m
سے		UNK		m
یہ		any		m
بات		f		m
واضح		any		m
نظر		m		m
آ		any		m
رہی		f		m
ہے		any		m
کہ		UNK		m
عوام		m		m
کی		f		m
دلچسپی		f		m
اور		UNK		m
ہمدردی		f		m
وائی		m		m
ایس		m		m
جگن		m		m
موہن		m		m
ریڈی		m		m
کی		f		m
جانب		m		m
ہے		any		m
،		UNK		m
NULL		UNK		m
حقیقت		f		m
بھی		UNK		m
ہے		any		m
کہ		UNK		m
2004		m		m
۶		m		m
کے		m		m
انتخابات		m		m
ہوں		any		m
یا		UNK		m
2009		m		m
۶		m		m
کے		m		m
انتخابات		m		m
NULL		UNK		m
ان		any		m
دونوں		m		m
مےں		UNK		m
کانگریس		m		m
کو		UNK		m
کامیابی		f		m
کی		f		m
سمت		f		m
کانگریس		m		m
پالیسی		m		m
نہیں		UNK		m
NULL		UNK		m
بلکہ		UNK		m
آنجہانی		any		m
وائی		m		m
ایس		m		m
راج		m		m
شیکھر		m		m
ریڈی		m		m
کی		f		m
کامیاب		any		m
حکمت		m		m
عملی		m		m
نے		UNK		m
کامیابی		f		m
کی		f		m
سمت		f		m
دکھائی		f		m
۔		UNK		m
NULL		UNK		m
ظاہر		any		m
ہے		any		m
کہ		UNK		m
ان		any		m
دونوں		any		m
کامیابیوں		f		m
کو		UNK		m
کانگریس		m		m
کی		f		m
NULL		UNK		m
نہیں		UNK		m
NULL		UNK		m
NULL		UNK		m
وائی		m		m
ایس		m		m
آر		m		m
کی		f		m
کامیابی		f		m
تصور		m		m
کیا		m		m
جا		any		m
سکتا		m		m
ہے		any		m
۔		UNK		m
جبکہ		UNK		m
عوامی		any		m
کارکردگی		f		m
کے		m		m
جو		any		m
نقوش		m		m
آنجہانی		any		m
وائی		m		m
ایس		m		m
راج		m		m
شیکھر		m		m
ریڈی		m		m
نے		UNK		m
چھوڑے		m		m
ہےں		any		m
اس		any		m
کو		UNK		m
ریاست		f		m
کے		m		m
عوام		m		m
بالخصوص		UNK		m
غریب		any		m
عوام		m		m
کبھی		UNK		m
فراموش		any		m
نہیں		UNK		m
کر		any		m
سکتے		m		m
۔		UNK		m
جبکہ		UNK		m
ملک		m		m
مےں		UNK		m
کئی		UNK		m
ریاستوں		f		m
مےں		UNK		m
کانگریس		m		m
نے		UNK		m
اقتدار		m		m
سنبھالا		m		m
اور		UNK		m
حکمرانی		f		m
کی		f		m
تاہم		UNK		m
ریاست		f		m
آندھرا		m		m
پردیش		m		m
مےں		UNK		m
وائی		m		m
ایس		m		m
آر		m		m
نے		UNK		m
نئی		f		m
نئی		f		m
اسکیمات		f		m
کو		UNK		m
روشناس		any		m
کرواتے		m		m
ہوئے		any		m
اس		any		m
پر		UNK		m
سختی		m		m
سے		UNK		m
عمل_آوری		m		m
کی		f		m
,		UNK		m
NULL		UNK		m
ریاست		f		m
کے		m		m
کسی		any		m
بھی		UNK		m
طبقہ		m		m
کو		UNK		m
انہوں		any		m
نے		UNK		m
مایوس		any		m
نہیں		UNK		m
کیا		m		m
-		UNK		m
حتیٰ		UNK		m
کہ		UNK		m
مذہبی		any		m
رہنماؤں		m		m
نے		UNK		m
بھی		UNK		m
جو		any		m
تجاویز		f		m
پیش		m		m
کیں		f		m
ان		any		m
کو		UNK		m
من		m		m
و		UNK		m
عن		m		m
انہوں		any		m
نے		UNK		m
منظوری		f		m
دیتے		any		m
ہوئے		any		m
اےک		any		m
تاریخ		f		m
رقم		f		m
کی		f		m
کیونکہ		UNK		m
دوسری		f		m
ریاستوں		f		m
مےں		UNK		m
گیاس		m		m
سلنڈر		m		m
پر		UNK		m
پچاس		any		m
روپئے		m		m
کی		f		m
سبسیڈی		m		m
نہیں		UNK		m
ہے		any		m
,		UNK		m
ملک		m		m
کی		f		m
ہر		UNK		m
ریاست		f		m
میں		UNK		m
108		any		m
سرویس		m		m
کی		f		m
سہولت		m		m
نہیں		UNK		m
ہے		any		m
،		UNK		m
ہر		UNK		m
ریاست		f		m
مےں		UNK		m
نسل		m		m
نو		any		m
کو		UNK		m
زیور		m		m
تعلیم		f		m
سے		UNK		m
آراستہ		any		m
کرنے		any		m
کے		UNK		m
لئے		UNK		m
اسکالر		m		m
شپس		m		m
فیس		m		m
ریمبرسمنٹ		m		m
کی		f		m
سہولت		f		m
بھی		UNK		m
نہیں		UNK		m
ہے		any		m
اور		UNK		m
ہر		UNK		m
ریاست		f		m
مےں		UNK		m
دو		any		m
روپئے		m		m
کیلو		m		m
چاول		m		m
اسکیم		m		m
بھی		UNK		m
نہیں		UNK		m
ہے		any		m
۔		UNK		m
یہ		any		m
تمام		UNK		m
اسکیمات		m		m
صرف		UNK		m
اور		UNK		m
صرف		UNK		m
وائی		m		m
ایس		m		m
آر		m		m
کی		f		m
دین		m		m
ہےں		any		m
اور		UNK		m
انہی		UNK		m
اسکیمات		m		m
کے		m		m
تناظر		m		m
مےں		UNK		m
کڑپہ		m		m
علاقہ		m		m
کے		m		m
عوام		m		m
ماں		f		m
اور		UNK		m
بیٹے		m		m
کو		UNK		m
انتخابات		m		m
مےں		UNK		m
کامیابی		f		m
سے		UNK		m
ہمکنار		any		m
کروا		any		m
سکتے		m		m
ہیں		any		m
۔		UNK		m
کانگریس		m		m
پارٹی		f		m
،		UNK		m
آنجہانی		any		m
وائی		m		m
ایس		m		m
آر		m		m
کی		f		m
خدمات		f		m
اور		UNK		m
ان		any		m
کی		f		m
حکمت		m		m
عملی		m		m
سے		UNK		m
ریاست		f		m
ہی		UNK		m
نہیں		UNK		m
NULL		UNK		m
NULL		UNK		m
مرکز		m		m
کی		f		m
کرسی		m		m
سنبھالے		m		m
ہوئے		any		m
ہے		any		m
اور		UNK		m
آج		m		m
آنجہانی		any		m
وائی		m		m
ایس		m		m
آر		m		m
کی		f		m
اہلیہ		f		m
اور		UNK		m
ان		any		m
کے		m		m
فرزند		m		m
کو		UNK		m
سیاسی		any		m
نقشہ		m		m
سے		UNK		m
ہٹانے		any		m
کے		UNK		m
لئے		UNK		m
وہ		any		m
اپنی		f		m
ہر		UNK		m
طاقت		f		m
کا		m		m
استعمال		m		m
کر		any		m
رہی		f		m
ہے		any		m
۔		UNK		m
ریاست		f		m
کے		m		m
تمام		UNK		m
وزرا		m		m
کو		UNK		m
کڑپہ		m		m
مےں		UNK		m
متحرک		any		m
کر		any		m
دیا		m		m
گیا		m		m
ہے		any		m
،		UNK		m
NULL		UNK		m
سرکاری		any		m
مشنری		m		m
کا		m		m
استعمال		m		m
NULL		UNK		m
اس		any		m
کے		UNK		m
باوجود		UNK		m
خاندان		m		m
کا		m		m
شیرازہ		m		m
بکھیرتے		m		m
ہوئے		any		m
بھاوج		m		m
کے		UNK		m
خلاف		any		m
دیور		m		m
کو		UNK		m
انتخابی		any		m
میدان		m		m
مےں		UNK		m
اُتارا		m		m
گیا		m		m
ہے		any		m
لیکن		UNK		m
عوام		m		m
کی		f		m
انقلابی		any		m
ذہنیت		m		m
کے		UNK		m
آگے		m		m
کچھ		any		m
نہیں		UNK		m
چلےگا		m		m
۔		UNK		m
یہ		any		m
انتخابات		m		m
ساری		f		m
ریاست		f		m
کی		f		m
سیاسی		any		m
صورتحال		f		m
تبدیل		m		m
کر		any		m
سکتے		m		m
ہیں		any		m
۔		UNK		m
آج		m		m
کے		m		m
سیاسی		any		m
حالات		m		m
کا		m		m
بغور		UNK		m
جائزہ		m		m
لیا		m		m
جائے		m		m
تو		UNK		m
یہ		any		m
